OTU6,KX582402.1,100.000,150,0,0,1,150,658,509,4.90e-71,278
OTU6,KX582401.1,100.000,150,0,0,1,150,657,508,4.90e-71,278
OTU6,KX582400.1,100.000,150,0,0,1,150,657,508,4.90e-71,278
OTU6,KX582404.1,99.333,150,1,0,1,150,657,508,2.28e-69,272
OTU6,KX582405.1,98.667,150,2,0,1,150,657,508,1.06e-67,267
OTU6,EF153056.1,100.000,122,0,0,29,150,610,489,1.80e-55,226
OTU6,JQ345200.1,100.000,116,0,0,35,150,604,489,3.90e-52,215
OTU6,KX582375.1,85.065,154,16,6,1,150,661,511,1.11e-32,150
OTU6,MK096270.1,79.195,149,23,6,4,150,679,537,1.47e-16,97.1
OTU6,MK090698.1,79.195,149,23,6,4,150,682,540,1.47e-16,97.1
OTU7,GQ153178.1,95.333,150,6,1,1,150,559,411,8.32e-59,237
OTU7,HM123151.1,95.333,150,6,1,1,150,553,405,8.32e-59,237
OTU7,MK304400.1,97.581,124,1,2,27,150,545,424,5.04e-51,211
OTU7,KU612291.1,87.097,155,9,9,1,150,521,373,3.98e-37,165
OTU7,KU325150.1,87.013,154,11,8,1,150,459,311,3.98e-37,165
OTU7,JX000108.1,87.013,154,11,8,1,150,565,417,3.98e-37,165
OTU7,KU325156.1,86.452,155,11,9,1,150,460,311,5.15e-36,161
OTU7,KP899448.1,86.364,154,12,8,1,150,592,444,1.85e-35,159
OTU7,DQ491504.1,86.275,153,11,9,1,148,585,438,6.66e-35,158
OTU7,MH859398.1,86.184,152,12,8,1,148,582,436,2.40e-34,156
OTU8,MK179591.1,94.545,55,2,1,1,55,598,545,1.15e-12,84.2
OTU8,KU747847.1,91.803,61,4,1,1,61,471,412,1.15e-12,84.2
OTU8,KU747678.1,91.803,61,4,1,1,61,472,413,1.15e-12,84.2
OTU8,KX909015.1,91.803,61,4,1,1,61,479,420,1.15e-12,84.2
OTU8,KF436205.1,91.803,61,4,1,1,61,471,412,1.15e-12,84.2
OTU8,KF435577.1,91.803,61,4,1,1,61,471,412,1.15e-12,84.2
OTU8,KF435333.1,91.803,61,4,1,1,61,471,412,1.15e-12,84.2
OTU8,KF435230.1,91.803,61,4,1,1,61,472,413,1.15e-12,84.2
OTU8,KC905032.1,90.769,65,3,2,1,65,575,514,1.15e-12,84.2
OTU8,FJ756761.1,96.154,52,1,1,1,52,591,541,1.15e-12,84.2
OTU10,CP033152.1,100.000,150,0,0,1,150,65452,65601,4.90e-71,278
OTU10,CP030254.1,100.000,150,0,0,1,150,729371,729222,4.90e-71,278
OTU10,CP030254.1,100.000,150,0,0,1,150,737123,736974,4.90e-71,278
OTU10,CP030254.1,100.000,150,0,0,1,150,744875,744726,4.90e-71,278
OTU10,CP030254.1,100.000,150,0,0,1,150,752628,752479,4.90e-71,278
OTU10,CP030254.1,100.000,150,0,0,1,150,760378,760229,4.90e-71,278
OTU10,CP030254.1,100.000,150,0,0,1,150,768128,767979,4.90e-71,278
OTU10,CP030254.1,100.000,150,0,0,1,150,775878,775729,4.90e-71,278
OTU10,LT971351.1,100.000,150,0,0,1,150,392,243,4.90e-71,278
OTU10,KJ412028.1,100.000,150,0,0,1,150,721,572,4.90e-71,278
OTU10,KJ412027.1,100.000,150,0,0,1,150,726,577,4.90e-71,278
OTU10,KJ412025.1,100.000,150,0,0,1,150,711,562,4.90e-71,278
OTU10,KC917415.1,100.000,150,0,0,1,150,398,249,4.90e-71,278
OTU10,KC917393.1,100.000,150,0,0,1,150,400,251,4.90e-71,278
