OTU,PROTAX
OTU377,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU444,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU685,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU499,"Fungi,Ascomycota,Pezizomycetes,Pezizales,dummy_family_Oedocephalum,Oedocephalum_9138,unk"
OTU641,"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces_542401,Saccharomyces_cerevisiae_163963"
OTU678,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Diademaceae,Comoclathris_1198,unk"
OTU848,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia_4973,unk"
OTU671,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypa_1950,unk"
OTU684,"Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,dummy_family_Candida,Candida_7487,Candida_tropicalis_280770"
OTU1851,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU421,"Fungi,Ascomycota,unk"
OTU730,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phialophora_9342,unk"
OTU888,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvariella_18737,unk"
OTU3133,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU3402,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia_5169,unk"
OTU2997,"Fungi,Ascomycota,dummy_class_Chaetospermum,dummy_order_Chaetospermum,dummy_family_Chaetospermum,Chaetospermum_7593,unk"
OTU1473,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Funneliformis_542894,Funneliformis_mosseae_542895"
OTU3579,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk"
OTU714,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU577,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,Aspergillus_niger_284309"
OTU600,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,dummy_family_Myrothecium,Myrothecium_9049,unk"
OTU670,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe_17357,unk"
OTU688,"Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Clasterosporium_7685,unk"
OTU699,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,dummy_family_Acremonium,Acremonium_7028,unk"
OTU754,"Fungi,Ascomycota,Leotiomycetes,dummy_order_Myxotrichaceae,Myxotrichaceae,Pseudogymnoascus_4436,unk"
OTU728,"Fungi,Ascomycota,dummy_class_Pleiochaeta,dummy_order_Pleiochaeta,dummy_family_Pleiochaeta,Pleiochaeta_9443,unk"
OTU736,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella_18695,unk"
OTU1033,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU697,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU350,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia_815,unk"
OTU3559,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus_518436,unk"
OTU761,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk"
OTU3742,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU741,"Fungi,Ascomycota,Dothideomycetes"
OTU796,"Fungi,Ascomycota,unk"
OTU1539,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus_346,unk"
OTU445,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypa_1950,unk"
OTU720,"Fungi,Ascomycota,unk"
OTU909,"Fungi,Basidiomycota,unk"
OTU3577,"Fungi,Ascomycota,unk"
OTU747,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU765,"Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium_25635,Cystofilobasidium_macerans_517356"
OTU4445,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Kalaharituber_28933,unk"
OTU1093,"Fungi,Ascomycota,unk"
OTU680,"Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces_20289,unk"
OTU309,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris_7375,unk"
OTU752,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella_18695,unk"
OTU857,"Fungi,Ascomycota,unk"
OTU735,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU794,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_542406,unk"
OTU734,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria_3431,Nectria_cinnabarina_249710"
OTU724,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU619,"Fungi,Basidiomycota,unk"
OTU574,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Heterospora_564701,unk"
OTU687,"Fungi,Ascomycota,Dothideomycetes,dummy_order_Ramimonilia,dummy_family_Ramimonilia,Ramimonilia_805316,Ramimonilia_apicalis_805317"
OTU782,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU2161,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU3500,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea_810760,unk"
OTU556,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia_4973,unk"
OTU389,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU1030,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU709,"Fungi,Ascomycota,unk"
OTU1020,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU1793,"Fungi,Ascomycota,unk"
OTU3601,"Fungi,Ascomycota,unk"
OTU785,"Fungi,Ascomycota,Pezizomycetes"
OTU956,"Fungi,Ascomycota,unk"
OTU740,"Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Sarcogyne_4850,unk"
OTU3738,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella_3344,unk"
OTU438,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,Chaetomium_uniporum_328088"
OTU742,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Thanatephorus_18639,Thanatephorus_cucumeris_306777"
OTU784,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU912,"Fungi,Ascomycota,unk"
OTU495,"Fungi,Basidiomycota,unk"
OTU560,"Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia_3626,unk"
OTU771,"Fungi,Ascomycota,unk"
OTU743,"Fungi,Ascomycota,unk"
OTU617,"Fungi,Chytridiomycota,unk"
OTU648,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella_5170,unk"
OTU704,"Fungi,Basidiomycota,Exobasidiomycetes,Microstromatales,Quambalariaceae,Quambalaria_28451,Quambalaria_cyanescens_500890"
OTU749,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU3650,"Fungi,Ascomycota,unk"
OTU711,"Fungi,Ascomycota,unk"
OTU819,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU738,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma_10282,Trichoderma_harzianum_340299"
OTU837,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Stagonospora_10056,unk"
OTU4663,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Phaeococcomyces_9294,unk"
OTU2374,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU847,"Fungi,Ascomycota,Pezizomycetes,Pezizales,dummy_family_Oedocephalum,Oedocephalum_9138,unk"
OTU797,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU768,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma_17553,unk"
OTU1195,"Fungi,Ascomycota,unk"
OTU713,"Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Limonomyces_17981,unk"
OTU4181,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU717,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU966,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Septoglomus_518436,unk"
OTU780,"Fungi,Basidiomycota,Malasseziomycetes"
OTU941,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella_18695,unk"
OTU1227,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1064,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma_813272,Vishniacozyma_victoriae_813285"
OTU846,"Fungi,Chytridiomycota,Chytridiomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis_20483,unk"
OTU906,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora_7885,unk"
OTU474,"Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Spizellomycetaceae,Spizellomyces_20543,Spizellomyces_acuminatus_106482"
OTU907,"Fungi,Ascomycota,unk"
OTU816,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,Chaetothyrium_978,unk"
OTU800,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella_2553,unk"
OTU874,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU668,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella_5170,unk"
OTU829,"Fungi,Ascomycota,unk"
OTU4157,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Keissleriella_2553,unk"
OTU4135,"Fungi,Ascomycota,unk"
OTU4805,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella_5170,unk"
OTU793,"Fungi,Ascomycota,unk"
OTU1315,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU802,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,dummy_family_Acremonium,Acremonium_7028,unk"
OTU923,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Podospora_4284,unk"
OTU894,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU346,"Fungi,Ascomycota,Sordariomycetes,Diaporthales,Schizoparmaceae,Pilidiella_9394,Pilidiella_quercicola_275910"
OTU762,"Fungi,Chytridiomycota,unk"
OTU795,"Fungi,Basidiomycota,unk"
OTU868,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU788,"Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Brachyphoris_510641,Brachyphoris_oviparasitica_510644"
OTU822,"Fungi,Ascomycota,Dothideomycetes"
OTU751,"Fungi,Ascomycota,unk"
OTU759,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormiella_5170,unk"
OTU3581,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Monosporascus_3260,unk"
OTU789,"Fungi,Basidiomycota,Agaricomycetes"
OTU3172,"Fungi,Chytridiomycota,unk"
OTU786,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_542406,unk"
OTU1023,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis_17366,unk"
OTU1032,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia_9725,unk"
OTU155,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe_17357,unk"
OTU3720,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU946,"Fungi,Basidiomycota,Agaricomycetes"
OTU3893,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_542406,unk"
OTU4141,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU898,"Fungi,Ascomycota,unk"
OTU976,"Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta_1209,unk"
OTU840,"Fungi,Ascomycota,unk"
OTU854,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium_7765,unk"
OTU823,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella_1548,unk"
OTU553,"Fungi,Ascomycota,Pezizomycetes,Pezizales,dummy_family_Oedocephalum,Oedocephalum_9138,unk"
OTU258,"Fungi,Ascomycota,unk"
OTU880,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus_542406,unk"
OTU820,"Fungi,Ascomycota,unk"
OTU835,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Didymosphaeria_1562,unk"
OTU836,"Fungi,Ascomycota,Leotiomycetes"
OTU1185,"Fungi,Ascomycota,unk"
OTU930,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus_7248,unk"
OTU4681,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella_18695,unk"
OTU833,"Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora_7904,unk"
OTU824,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Massarina_3016,unk"
OTU832,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1100,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,Glomus_indicum_515245"
OTU1240,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea_810760,Darksidea_alpha_810761"
OTU1867,"Fungi,Basidiomycota,Agaricomycetes"
OTU654,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Preussia_4363,unk"
OTU850,"Fungi,Ascomycota,unk"
OTU860,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU1018,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium_7765,unk"
OTU3656,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus_11060,Cryptococcus_laurentii_296158"
OTU723,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus_11060,unk"
OTU1009,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Lophiostoma_2933,unk"
OTU2162,"Fungi,Chytridiomycota,unk"
OTU532,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU3591,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU827,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Cryptovalsa_1340,unk"
OTU1573,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus_346,unk"
OTU891,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_2800,unk"
OTU1273,"Fungi,Ascomycota,unk"
OTU4434,"Fungi,Ascomycota,Eurotiomycetes,Onygenales,Arthrodermataceae,Trichophyton_10292,unk"
OTU814,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia_5169,Sporormia_grandispora_144466"
OTU864,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Ulocladium_10346,Ulocladium_chartarum_340658"
OTU844,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala_8233,Exophiala_bergeri_460080"
OTU876,"Fungi,Ascomycota,unk"
OTU1024,"Fungi,Ascomycota,unk"
OTU869,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_3951,unk"
OTU858,"Fungi,Chytridiomycota,Chytridiomycetes,Spizellomycetales,Powellomycetaceae,Powellomyces_27628,unk"
OTU905,"Fungi,Ascomycota,unk"
OTU1610,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU834,"Fungi,Ascomycota,unk"
OTU4660,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus_346,unk"
OTU843,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Achaetomium_38,unk"
OTU4044,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,unk"
OTU825,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,Malassezia_sympodialis_130281"
OTU881,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris_7375,Bipolaris_heveae_128193"
OTU926,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU4737,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU1234,"Fungi,Basidiomycota,Agaricomycetes"
OTU931,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Tulostoma_19339,unk"
OTU1066,"Fungi,Basidiomycota,unk"
OTU841,"Fungi,Ascomycota,unk"
OTU813,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia_815,unk"
OTU838,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella_5772,unk"
OTU914,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella_18695,unk"
OTU1042,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria_5832,unk"
OTU973,"Fungi,Basidiomycota,Agaricomycetes"
OTU1071,"Fungi,Zygomycota,dummy_class_Mucorales,Mucorales,Mucoraceae,Mucor_25484,Mucor_circinelloides_198947"
OTU935,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,unk"
OTU1241,"Fungi,Basidiomycota,unk"
OTU1189,"Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Penicillium_9257,unk"
OTU831,"Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera_4283,Podosphaera_euphorbiae-helioscopiae_464557"
OTU2719,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,dummy_family_Paraphoma,Paraphoma_25835,Paraphoma_chrysanthemicola_514650"
OTU1316,"Fungi,Ascomycota,unk"
OTU1228,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Psathyrella_18378,unk"
OTU3985,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma_17553,unk"
OTU1036,"Fungi,Ascomycota,Dothideomycetes"
OTU917,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius_17391,unk"
OTU951,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris_7375,unk"
OTU875,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU936,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Thielavia_5450,Thielavia_hyalocarpa_324557"
OTU806,"Fungi,Zygomycota,dummy_class_Mortierellales,Mortierellales,Mortierellaceae,Mortierella_20345,unk"
OTU972,"Fungi,Zygomycota,dummy_class_Mortierellales,Mortierellales,Mortierellaceae,Mortierella_20345,unk"
OTU767,"Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus_17364,Coprinellus_sabulicola_561850"
OTU963,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_2800,unk"
OTU883,"Fungi,Basidiomycota,Agaricomycetes"
OTU893,"Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Marchandiomyces_25371,unk"
OTU1041,"Fungi,Ascomycota,dummy_class_Trullula,dummy_order_Trullula,dummy_family_Trullula,Trullula_10327,unk"
OTU922,"Fungi,Ascomycota,Dothideomycetes"
OTU995,"Fungi,Ascomycota,unk"
OTU1200,"Fungi,Ascomycota,dummy_class_Xepicula,dummy_order_Xepicula,dummy_family_Xepicula,Xepicula_26431,unk"
OTU4666,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU908,"Fungi,Ascomycota,unk"
OTU919,"Fungi,Ascomycota,Sordariomycetes"
OTU1031,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_3951,unk"
OTU1092,"Fungi,Zygomycota,dummy_class_Mucorales,Mucorales,Mucoraceae,Mucor_25484,Mucor_racemosus_247797"
OTU933,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Montagnulaceae,Paraconiothyrium_500080,unk"
OTU3774,"Fungi,Glomeromycota,unk"
OTU1053,"Fungi,Ascomycota,unk"
OTU1141,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Johnalcornia_807731,unk"
OTU2086,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU940,"Fungi,Ascomycota,dummy_class_Arthrocladium,dummy_order_Arthrocladium,dummy_family_Arthrocladium,Arthrocladium_7220,unk"
OTU1002,"Fungi,Ascomycota,unk"
OTU530,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU112,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_7106,unk"
OTU1779,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU849,"Fungi,Ascomycota,unk"
OTU902,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,dummy_family_Plenodomus,Plenodomus_9445,Plenodomus_tracheiphilus_564760"
OTU3412,"Fungi,Ascomycota,unk"
OTU959,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia_815,unk"
OTU932,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_3951,unk"
OTU1330,"Fungi,Ascomycota,unk"
OTU4416,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU942,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Diatrype_1504,unk"
OTU1242,"Fungi,Basidiomycota,Agaricomycetes"
OTU929,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium_17260,unk"
OTU975,"Fungi,Chytridiomycota,unk"
OTU618,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Leptosphaeria_2800,unk"
OTU107,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,dummy_family_Myrothecium,Myrothecium_9049,Myrothecium_atroviride_318419"
OTU1168,"Fungi,Ascomycota,Dothideomycetes"
OTU955,"Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium_17260,unk"
OTU968,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria_7106,unk"
OTU504,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU830,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma_9358,unk"
OTU230,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Westerdykella_5772,unk"
OTU3877,"Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia_8831,Malassezia_restricta_437921"
OTU1072,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus_20244,unk"
OTU753,"Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma_10282,Trichoderma_citrinoviride_107345"
OTU961,"Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus_11060,unk"
OTU982,"Fungi,Ascomycota,Sordariomycetes"
OTU1086,"Fungi,Ascomycota,unk"
OTU4047,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Sporormiaceae,Sporormia_5169,unk"
OTU3027,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus_346,unk"
OTU1050,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,Darksidea_810760,unk"
OTU1119,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU4253,"Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus_20482,unk"
OTU4810,"Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza_3859,unk"
OTU971,"Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria_3951,unk"
OTU1056,"Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Mycosphaerella_3344,unk"
OTU1901,"Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypa_1950,unk"
OTU4793,"Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium_953,Chaetomium_cuniculorum_171246"
OTU804,"Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora_7677,unk"
